1652362636.7913718,1651189909.1296496, 0.09924, 13.09, -10.11
1652362636.8908856,1651189909.2296767, 0.1069, 13.5, -10.64
1652362636.9910102,1651189909.3296833, 0.0687, 13.67, -10.77
1652362637.0911517,1651189909.4298966, 0.0916, 13.45, -10.96
1652362637.2009082,1651189909.5301347, 0.06107, 13.57, -10.74
1652362637.3008754,1651189909.6303093, 0.0916, 13.57, -10.42
1652362637.40712,1651189909.7305188, 0.07634, 13.87, -10.42
1652362637.500838,1651189909.8307598, 0.0916, 13.92, -10.52
1652362637.600845,1651189909.9309494, 0.0916, 13.13, -9.717
1652362637.7008858,1651189910.0313606, 0.0916, 13.5, -11.13
1652362637.850944,1651189910.1817253, 0.0916, 13.53, -10.42
1652362637.9506874,1651189910.281983, 0.09924, 13.94, -9.863
1652362638.0508978,1651189910.3822196, 0.1069, 13.18, -10.42
1652362638.2185225,1651189910.4824812, 0.07634, 13.45, -10.69
1652362638.2533824,1651189910.5827615, 0.0916, 13.43, -10.67
1652362638.3508136,1651189910.683037, 0.08397, 13.35, -11.06
1652362638.4509492,1651189910.7832894, 0.09924, 13.94, -9.937
1652362638.5510368,1651189910.8835578, 0.0687, 13.82, -10.57
1652362638.6510303,1651189910.9838114, 0.07634, 13.23, -10.35
1652362638.75094,1651189911.084079, 0.08397, 13.26, -10.4
1652362638.8509793,1651189911.1844099, 0.0916, 13.62, -12.21
1652362638.9511077,1651189911.2846553, 0.09924, 13.94, -10.64
1652362639.0509646,1651189911.3849587, 0.1069, 13.16, -10.86
1652362639.1510007,1651189911.4851973, 0.09924, 13.94, -10.91
1652362639.2510974,1651189911.5854967, 0.0916, 13.94, -9.644
1652362639.351119,1651189911.685649, 0.08397, 12.6, -10.47
1652362639.4509146,1651189911.785941, 0.07634, 13.38, -9.595
1652362639.5510461,1651189911.8861601, 0.06107, 13.77, -10.96
1652362639.6510065,1651189911.9864275, 0.1069, 14.11, -10.5
1652362639.7509987,1651189912.0867069, 0.08397, 13.75, -10.62
1652362639.851023,1651189912.1869328, 0.07634, 13.33, -10.33
1652362639.950853,1651189912.287277, 0.0687, 12.96, -10.33
1652362640.050884,1651189912.3874786, 0.0916, 13.62, -10.67
1652362640.1510947,1651189912.4879122, 0.1145, 13.43, -11.35
1652362640.2508993,1651189912.5879664, 0.08397, 13.72, -10.4
1652362640.3509269,1651189912.688373, 0.0916, 13.82, -10.84
1652362640.4508898,1651189912.7885358, 0.0687, 13.48, -9.961
1652362640.5508077,1651189912.8887987, 0.0916, 13.5, -10.5
1652362640.6507993,1651189912.9890656, 0.08397, 13.23, -12.13
1652362640.750796,1651189913.0893424, 0.0916, 13.7, -10.3
1652362640.850848,1651189913.1895778, 0.07634, 13.79, -10.6
1652362640.9508858,1651189913.2899013, 0.09924, 13.28, -10.6
1652362641.0607345,1651189913.3901331, 0.0916, 13.65, -10.13
1652362641.160712,1651189913.4904017, 0.0916, 13.72, -10.67
1652362641.2607594,1651189913.5906389, 0.0916, 13.45, -9.424
1652362641.3607798,1651189913.690934, 0.08397, 13.4, -10.25
1652362641.4607267,1651189913.7911913, 0.1069, 13.67, -10.74
1652362641.5607584,1651189913.8914263, 0.0916, 13.11, -10.4
1652362641.6609218,1651189913.9917006, 0.0916, 13.38, -10.13
1652362641.810856,1651189914.1420355, 0.07634, 13.67, -10.72
1652362641.9109154,1651189914.2424102, 0.1069, 13.62, -9.692
1652362642.0110176,1651189914.342508, 0.08397, 12.92, -10.55
1652362642.1110437,1651189914.4427426, 0.08397, 13.38, -10.89
1652362642.2109444,1651189914.5431159, 0.09924, 13.62, -10.01
1652362642.3109472,1651189914.643261, 0.08397, 13.62, -10.4
1652362642.410922,1651189914.7435374, 0.0916, 13.7, -11.18
1652362642.510937,1651189914.843855, 0.06107, 14.28, -10.57
1652362642.610853,1651189914.9443467, 0.0687, 13.65, -10.3
1652362642.7533686,1651189915.0446723, 0.09924, 13.11, -10.25
1652362642.8109615,1651189915.1449773, 0.0916, 13.6, -10.42
1652362642.9109519,1651189915.245252, 0.0916, 12.99, -10.94
1652362643.0108778,1651189915.345577, 0.09924, 13.48, -10.64
1652362643.1108358,1651189915.4458423, 0.07634, 13.72, -10.18
1652362643.2108579,1651189915.5461984, 0.09924, 13.57, -10.47
1652362643.360977,1651189915.6966581, 0.07634, 13.84, -10.77
1652362643.4610515,1651189915.7969327, 0.0916, 13.21, -11.57
1652362643.5607152,1651189915.8972218, 0.07634, 13.62, -11.21
1652362643.6610212,1651189915.9975085, 0.07634, 13.65, -10.18
1652362643.7609923,1651189916.0979033, 0.08397, 13.53, -10.72
1652362643.8608725,1651189916.198173, 0.09924, 13.94, -12.04
1652362643.9607983,1651189916.298481, 0.1069, 13.67, -10.45
1652362644.0608058,1651189916.3987768, 0.1069, 13.5, -10.23
1652362644.160724,1651189916.499073, 0.07634, 13.28, -10.5
1652362644.260743,1651189916.599368, 0.0687, 13.87, -10.38
1652362644.3608575,1651189916.6996546, 0.07634, 13.55, -10.4
1652362644.470739,1651189916.8000352, 0.0916, 13.18, -11.16
1652362644.570744,1651189916.9003088, 0.07634, 14.01, -10.6
1652362644.6708949,1651189917.0006368, 0.07634, 13.79, -10.5
1652362644.770926,1651189917.1009243, 0.09924, 13.45, -10.08
1652362644.8710706,1651189917.2012405, 0.0916, 15.16, -10.69
1652362644.9708679,1651189917.3014886, 0.08397, 13.45, -12.21
1652362645.0708823,1651189917.4018524, 0.0687, 13.72, -10.52
1652362645.1708767,1651189917.502151, 0.1145, 13.84, -10.77
1652362645.2708983,1651189917.6024609, 0.0916, 14.48, -10.13
1652362645.3710248,1651189917.7027407, 0.07634, 13.84, -10.77
1652362645.4709218,1651189917.8030293, 0.08397, 13.87, -10.6
1652362645.5710068,1651189917.9033382, 0.1069, 13.18, -10.99
1652362645.6913137,1651189918.003655, 0.1069, 12.84, -10.35
1652362645.7708306,1651189918.103929, 0.08397, 12.6, -10.72
1652362645.8708446,1651189918.2042115, 0.07634, 13.23, -10.69
1652362645.9708633,1651189918.304563, 0.08397, 13.33, -10.94
1652362646.0708208,1651189918.4048235, 0.0916, 13.48, -11.16
1652362646.170722,1651189918.5051312, 0.07634, 13.72, -10.08
1652362646.2708466,1651189918.605421, 0.09924, 13.38, -10.72
1652362646.3707292,1651189918.7057116, 0.08397, 13.67, -10.62
1652362646.470953,1651189918.8059838, 0.09924, 14.28, -10.16
1652362646.5708692,1651189918.9062738, 0.0687, 13.57, -11.13
1652362646.6711104,1651189919.006591, 0.0916, 13.7, -10.3
1652362646.7708673,1651189919.1068544, 0.1069, 13.67, -10.69
1652362646.8711703,1651189919.2071474, 0.07634, 13.45, -10.79
1652362646.9712694,1651189919.3076847, 0.0916, 13.87, -10.11
1652362647.0709453,1651189919.4077785, 0.07634, 13.92, -10.11
1652362647.171025,1651189919.5080428, 0.09924, 13.31, -10.55
1652362647.2710264,1651189919.6083229, 0.08397, 13.7, -10.96
1652362647.371172,1651189919.7087114, 0.08397, 13.82, -10.94
1652362647.521119,1651189919.8591974, 0.08397, 13.55, -10.42
1652362647.6210203,1651189919.9594784, 0.0687, 13.6, -10.74
1652362647.7209427,1651189920.0597034, 0.07634, 13.62, -10.4
1652362647.8210056,1651189920.160033, 0.08397, 13.92, -10.11
1652362647.9212573,1651189920.2603133, 0.0687, 13.48, -9.521
1652362648.0310044,1651189920.3606339, 0.0687, 14.06, -10.55
1652362648.130995,1651189920.4609044, 0.07634, 14.18, -10.89
1652362648.231103,1651189920.5611994, 0.08397, 13.28, -10.45
1652362648.3308518,1651189920.6614935, 0.08397, 13.04, -10.35
1652362648.4834542,1651189920.761784, 0.08397, 13.77, -10.86
1652362648.5308094,1651189920.8620858, 0.09924, 14.14, -10.45
1652362648.6309164,1651189920.9623897, 0.0916, 13.53, -10.33
1652362648.7307262,1651189921.0627575, 0.1069, 13.6, -10.69
1652362648.8310988,1651189921.1630332, 0.0687, 13.38, -10.6
1652362648.9306986,1651189921.2633317, 0.0916, 14.33, -10.23
1652362649.030534,1651189921.3636448, 0.09924, 13.77, -10.4
1652362649.1308424,1651189921.4639258, 0.08397, 12.6, -10.57
1652362649.2307522,1651189921.5642326, 0.08397, 13.7, -10.52
1652362649.330869,1651189921.664568, 0.1221, 13.06, -10.06
1652362649.4310818,1651189921.7648563, 0.0916, 13.67, -10.84
1652362649.5309997,1651189921.8652346, 0.08397, 13.55, -9.546
1652362649.6308293,1651189921.9654932, 0.0916, 13.67, -10.6
1652362649.7310185,1651189922.0657482, 0.1069, 13.7, -11.13
1652362649.8309865,1651189922.1660447, 0.08397, 13.57, -10.62
1652362649.930825,1651189922.2663584, 0.09924, 13.48, -10.21
1652362650.0309699,1651189922.3667, 0.0916, 13.26, -9.595
1652362650.130769,1651189922.4670436, 0.0916, 13.89, -10.33
1652362650.230912,1651189922.5672498, 0.0916, 13.72, -9.937
1652362650.330918,1651189922.667699, 0.1069, 13.65, -9.668
1652362650.4309647,1651189922.7679703, 0.08397, 14.01, -9.839
1652362650.531003,1651189922.8683019, 0.0916, 12.89, -10.42
1652362650.6309404,1651189922.9684963, 0.09924, 14.79, -10.82
1652362650.730849,1651189923.0687585, 0.08397, 13.6, -10.67
